region_code,region_name,year,hiv_total,hiv_h,hiv_f,hiv_m,hep_b_total,hep_c_total,hep_b_m,hep_b_f,following,loss_of_follow,new_users,population,pct_new_users,pct_following,health_expend,cash_transfer_expend,gdpp,pop20_24,covid_per_capita,state_code
430041,Lajeado,2019,64,7,17,47,58.0,46.0,29.0,29.0,20.0,13.0,17.0,278999.0,2.4285714285714284,2.857142857142857,1072.6936940634196,38.580237921999725,45.84661400220072,7.279319961720293,0.0,43
430041,Lajeado,2020,48,8,19,29,46.0,36.0,32.0,14.0,34.0,13.0,14.0,278999.0,1.75,4.25,1355.8116312961695,14.22426284682024,45.31309269925698,7.07538844225248,0.053652522052050365,43
430041,Lajeado,2021,64,10,22,42,0.0,0.0,0.0,0.0,51.0,27.0,17.0,278999.0,1.7,5.1,1378.3479857992324,21.82503532270725,,6.965160878712828,0.1472227499023294,43
430041,Lajeado,2022,28,4,13,15,0.0,0.0,0.0,0.0,33.0,62.0,-18.0,278999.0,0.0,8.25,,,,,0.2143556070093441,43
430042,Sobradinho,2013,8,0,4,4,2.0,1.0,0.0,2.0,0.0,0.0,0.0,63467.0,0.0,0.0,488.1484560480251,197.21346069610976,29.000792566924858,8.053970409819277,0.0,43
430042,Sobradinho,2014,9,2,4,5,4.0,0.0,2.0,2.0,0.0,0.0,0.0,63467.0,0.0,0.0,555.1743184647139,179.12419572376194,27.190684026362277,8.211774150345848,0.0,43
430042,Sobradinho,2015,2,0,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,524.597694865048,153.14958576898232,25.77892529555646,8.35241779192336,0.0,43
430042,Sobradinho,2016,6,1,4,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,641.5764652496573,134.4966566877275,25.000788320423972,8.222334756645186,0.0,43
430042,Sobradinho,2017,4,0,2,2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,652.2550240282351,113.78521877511149,26.465458961815468,8.075002127089668,0.0,43
430042,Sobradinho,2018,5,0,2,3,5.0,5.0,5.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,703.2786594608222,103.25613405391779,25.03533241608914,7.939853624718357,0.0,43
430042,Sobradinho,2019,4,0,3,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,717.725333953078,91.69626104904913,24.508487566245414,7.751787070446059,0.0,43
430042,Sobradinho,2020,2,0,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,63467.0,0.0,0.0,823.4741213544047,24.611628562875193,21.095773202880828,7.550770479146643,0.01366064253864213,43
430042,Sobradinho,2021,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,914.8350712968945,38.03590795216412,,7.355761892006869,0.08691130823892732,43
430042,Sobradinho,2022,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63467.0,0.0,0.0,,,,,0.15552964532749303,43
430043,Encantado,2013,7,1,3,4,42.0,1.0,26.0,16.0,0.0,0.0,0.0,60242.0,0.0,0.0,531.1541376448325,53.34852362139372,40.2744940407025,7.370871485010458,0.0,43
430043,Encantado,2014,11,0,6,5,36.0,1.0,25.0,11.0,0.0,0.0,0.0,60242.0,0.0,0.0,699.7880108562133,46.73776318847316,43.112408120580334,7.396807044918828,0.0,43
430043,Encantado,2015,11,1,0,11,15.0,7.0,8.0,7.0,0.0,0.0,0.0,60242.0,0.0,0.0,737.2529411374126,34.75883453404602,42.54759387138541,7.417569967796554,0.0,43
430043,Encantado,2016,6,0,0,6,14.0,2.0,12.0,2.0,0.0,0.0,0.0,60242.0,0.0,0.0,823.2412878058498,25.78794445735533,41.7028488429999,7.197187344377676,0.0,43
430043,Encantado,2017,3,1,1,2,14.0,6.0,10.0,4.0,0.0,0.0,0.0,60242.0,0.0,0.0,870.9408877527306,20.760535174794995,40.89447163108795,7.002094053982271,0.0,43
430043,Encantado,2018,14,1,8,6,21.0,2.0,13.0,8.0,0.0,0.0,0.0,60242.0,0.0,0.0,945.5754737558512,23.8029343315295,40.81189054148269,6.783647455263769,0.0,43
430043,Encantado,2019,7,0,1,6,13.0,2.0,8.0,5.0,0.0,0.0,0.0,60242.0,0.0,0.0,804.4430277879222,22.863622057700606,41.222706085455336,6.538890309086685,0.0,43
430043,Encantado,2020,6,2,3,3,16.0,3.0,9.0,7.0,0.0,0.0,0.0,60242.0,0.0,0.0,1223.399741044454,10.196472228677667,40.643909896749776,6.26942830583314,0.03608777929019621,43
430043,Encantado,2021,9,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60242.0,0.0,0.0,1362.1744168520304,15.654368546860994,,6.142569469805118,0.12695461638059827,43
430043,Encantado,2022,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60242.0,0.0,0.0,,,,,0.17037946947312507,43
500001,Campo Grande,2013,325,25,110,215,78.0,64.0,49.0,29.0,0.0,0.0,0.0,1060807.0,0.0,0.0,898.5375862150231,105.22846319830093,,8.789487823892566,0.0,50
500001,Campo Grande,2014,269,25,89,180,61.0,61.0,31.0,30.0,0.0,0.0,0.0,1060807.0,0.0,0.0,1005.1110205815004,107.46640860213026,,8.65207366655763,0.0,50
500001,Campo Grande,2015,259,26,77,182,36.0,47.0,24.0,12.0,0.0,0.0,0.0,1060807.0,0.0,0.0,1102.0234277677278,93.66297943923823,,8.50298398294883,0.0,50
500001,Campo Grande,2016,237,23,67,170,35.0,61.0,25.0,10.0,0.0,0.0,0.0,1060807.0,0.0,0.0,1149.6835769654608,86.7444666748994,,8.370069098337398,0.0,50
500001,Campo Grande,2017,299,53,71,228,47.0,79.0,26.0,21.0,0.0,0.0,0.0,1060807.0,0.0,0.0,1362.9048740722865,77.94640662250534,,8.236141927796478,0.0,50
500001,Campo Grande,2018,302,55,77,225,49.0,100.0,32.0,17.0,4.0,0.0,4.0,1060807.0,0.07272727272727272,0.07272727272727272,1357.1309851273606,81.42887050142015,,8.082297788381862,0.0,50
500001,Campo Grande,2019,317,41,79,238,46.0,91.0,26.0,20.0,97.0,76.0,93.0,1060807.0,2.268292682926829,2.3658536585365852,1462.3650229118023,82.4072838885867,,7.909495016529868,0.0,50
500001,Campo Grande,2020,183,29,59,124,12.0,22.0,8.0,4.0,316.0,138.0,219.0,1060807.0,7.551724137931035,10.89655172413793,1596.6714163085276,27.744180176035798,,7.723448186145076,0.0646196716273554,50
500001,Campo Grande,2021,288,40,87,201,0.0,0.0,0.0,0.0,415.0,219.0,99.0,1060807.0,2.475,10.375,1774.529561136003,40.569885106338845,,7.5264584886789025,0.1448453865783314,50
500001,Campo Grande,2022,128,9,38,90,0.0,0.0,0.0,0.0,636.0,259.0,221.0,1060807.0,24.555555555555557,70.66666666666667,,,,,0.1738144638939977,50
500002,Três Lagoas,2013,35,2,15,20,10.0,8.0,6.0,4.0,0.0,0.0,0.0,178414.0,0.0,0.0,829.1112539374712,110.76604223883776,,8.774166769423925,0.0,50
500002,Três Lagoas,2014,31,0,18,13,7.0,12.0,3.0,4.0,0.0,0.0,0.0,178414.0,0.0,0.0,978.5200535832388,117.76782971067293,,8.625850830091808,0.0,50
500002,Três Lagoas,2015,31,2,11,20,4.0,18.0,2.0,2.0,0.0,0.0,0.0,178414.0,0.0,0.0,1064.5641938412905,107.182551481386,,8.478153564182183,0.0,50
500002,Três Lagoas,2016,35,3,12,23,4.0,16.0,2.0,2.0,0.0,0.0,0.0,178414.0,0.0,0.0,1144.0124771038145,114.28613701839542,,8.44434158754358,0.0,50
500002,Três Lagoas,2017,40,5,10,30,7.0,21.0,5.0,2.0,0.0,0.0,0.0,178414.0,0.0,0.0,1132.9903671236564,128.29660093938818,,8.410060869662695,0.0,50
500002,Três Lagoas,2018,25,1,8,17,9.0,23.0,8.0,1.0,1.0,1.0,1.0,178414.0,1.0,1.0,1371.4719380766085,130.85309544094073,,8.358903225083232,0.0,50
500002,Três Lagoas,2019,37,1,13,24,3.0,10.0,2.0,1.0,1.0,0.0,0.0,178414.0,0.0,1.0,1551.2725080430907,110.97380429786901,,8.280288206082483,0.0,50
500002,Três Lagoas,2020,25,2,8,17,3.0,11.0,3.0,0.0,1.0,0.0,0.0,178414.0,0.0,0.5,1836.447432488482,32.28150290896455,,8.17983745670183,0.037822144002152294,50
500002,Três Lagoas,2021,32,2,11,21,0.0,0.0,0.0,0.0,3.0,2.0,2.0,178414.0,1.0,1.5,2036.1831633728293,41.06366770544913,,7.975085867700965,0.16123174190366227,50
500002,Três Lagoas,2022,15,0,3,12,0.0,0.0,0.0,0.0,16.0,21.0,13.0,178414.0,0.0,0.0,,,,,0.1934780902843947,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2013,19,2,6,13,6.0,3.0,3.0,3.0,0.0,0.0,0.0,124232.0,0.0,0.0,732.579768417155,115.97282543950028,,8.427755570223452,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2014,21,2,7,14,5.0,2.0,3.0,2.0,0.0,0.0,0.0,124232.0,0.0,0.0,838.8513371756069,118.87015197372656,,8.380720023826388,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2015,27,3,8,19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,124232.0,0.0,0.0,904.7577560531907,106.08614962328548,,8.300818066198724,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2016,28,3,12,16,9.0,2.0,6.0,3.0,0.0,0.0,0.0,124232.0,0.0,0.0,969.515175236654,101.97709575632688,,8.256580752141154,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2017,31,7,9,22,8.0,6.0,4.0,4.0,0.0,0.0,0.0,124232.0,0.0,0.0,1008.3805054253331,93.3487993431644,,8.1848797411295,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2018,26,7,8,18,6.0,8.0,3.0,3.0,0.0,0.0,0.0,124232.0,0.0,0.0,1149.7464889883445,95.28560346770558,,8.113412647305042,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2019,27,4,6,21,4.0,6.0,3.0,1.0,0.0,0.0,0.0,124232.0,0.0,0.0,1151.8953887082234,91.12501907721038,,8.01249001867474,0.0,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2020,19,4,6,13,4.0,1.0,3.0,1.0,0.0,0.0,0.0,124232.0,0.0,0.0,1447.3242792517224,30.58953973211411,,7.8911068001803075,0.04498840878356623,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2021,20,1,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124232.0,0.0,0.0,1614.6385833762636,44.81627165303625,,7.652702765793033,0.14859295511623413,50
500003,Paranaíba - Chapadão do Sul - Cassilândia,2022,9,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124232.0,0.0,0.0,,,,,0.17831154613948097,50
500004,Coxim,2013,43,2,17,26,18.0,5.0,9.0,9.0,0.0,0.0,0.0,106394.0,0.0,0.0,746.29641370754,182.1483216158806,,8.730832189785138,0.0,50
500004,Coxim,2014,40,0,21,19,17.0,5.0,10.0,7.0,0.0,0.0,0.0,106394.0,0.0,0.0,844.0345394477131,191.99896497922813,,8.689917194578642,0.0,50
500004,Coxim,2015,27,1,7,20,7.0,5.0,2.0,5.0,0.0,0.0,0.0,106394.0,0.0,0.0,873.2130367313945,171.53508327537267,,8.604634941820029,0.0,50
500004,Coxim,2016,32,1,8,24,6.0,12.0,1.0,5.0,0.0,0.0,0.0,106394.0,0.0,0.0,973.7607497603248,167.3581690696844,,8.536717390078389,0.0,50
500004,Coxim,2017,24,1,5,19,7.0,10.0,4.0,3.0,0.0,0.0,0.0,106394.0,0.0,0.0,1006.020581235784,173.24858685640166,,8.457445720623344,0.0,50
500004,Coxim,2018,18,1,4,14,5.0,8.0,5.0,0.0,0.0,0.0,0.0,106394.0,0.0,0.0,1163.4978642592628,174.18312367238752,,8.360472771020923,0.0,50
500004,Coxim,2019,38,1,11,27,4.0,6.0,2.0,2.0,0.0,0.0,0.0,106394.0,0.0,0.0,1259.7864611726225,167.47653580089104,,8.232112525142396,0.0,50
500004,Coxim,2020,16,0,8,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106394.0,0.0,0.0,1529.0262230012968,51.18667133484972,,8.086324134819632,0.03072541684681467,50
500004,Coxim,2021,20,0,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106394.0,0.0,0.0,1689.2798655939243,67.15321991841645,,7.843319078143503,0.1278173581216986,50
500004,Coxim,2022,5,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106394.0,0.0,0.0,,,,,0.15338082974603828,50
500005,Dourados,2013,110,9,45,65,30.0,23.0,16.0,14.0,0.0,0.0,0.0,418381.0,0.0,0.0,783.1455143039478,140.21154385595904,,8.953657646977277,0.0,50
500005,Dourados,2014,65,11,21,44,16.0,8.0,8.0,8.0,0.0,0.0,0.0,418381.0,0.0,0.0,851.5389873823143,137.23486699921844,,8.867706588014274,0.0,50
500005,Dourados,2015,72,3,31,41,23.0,13.0,12.0,11.0,0.0,0.0,0.0,418381.0,0.0,0.0,846.1733204423718,116.82836407485041,,8.75563785162328,0.0,50
500005,Dourados,2016,101,10,38,63,22.0,28.0,12.0,10.0,0.0,0.0,0.0,418381.0,0.0,0.0,918.664392551287,98.95612953265086,,8.676379065970968,0.0,50
500005,Dourados,2017,105,13,40,65,21.0,42.0,11.0,10.0,0.0,0.0,0.0,418381.0,0.0,0.0,919.3122240254694,89.2655286210416,,8.584406963987371,0.0,50
500005,Dourados,2018,103,8,39,64,23.0,36.0,13.0,10.0,0.0,0.0,0.0,418381.0,0.0,0.0,1023.3458111386511,91.7142772496839,,8.484443318410731,0.0,50
500005,Dourados,2019,108,1,40,68,8.0,21.0,4.0,4.0,3.0,0.0,3.0,418381.0,3.0,3.0,1163.178456693779,94.95487132541871,,8.356164309564727,0.0,50
500005,Dourados,2020,70,2,18,52,3.0,2.0,1.0,2.0,31.0,4.0,28.0,418381.0,14.0,15.5,1396.7355783842954,33.054165700641285,,8.20474230426334,0.05407272318771646,50
500005,Dourados,2021,100,2,22,78,0.0,0.0,0.0,0.0,80.0,22.0,49.0,418381.0,24.5,40.0,1403.2283998556338,52.47429833094716,,7.997120806155154,0.15544204923263724,50
500005,Dourados,2022,57,2,19,38,0.0,0.0,0.0,0.0,99.0,60.0,19.0,418381.0,9.5,49.5,,,,,0.18653045907916468,50
500006,Naviraí - Mundo Novo,2013,23,0,14,9,13.0,0.0,8.0,5.0,0.0,0.0,0.0,127378.0,0.0,0.0,546.1329097646376,204.3346028356545,,8.903615773524471,0.0,50
500006,Naviraí - Mundo Novo,2014,44,7,17,27,9.0,1.0,4.0,5.0,0.0,0.0,0.0,127378.0,0.0,0.0,638.9484372497604,206.19902510637627,,8.950964452260202,0.0,50
500006,Naviraí - Mundo Novo,2015,34,4,14,20,4.0,5.0,1.0,3.0,0.0,0.0,0.0,127378.0,0.0,0.0,695.8282007882052,174.38029824616498,,8.96365769599146,0.0,50
500006,Naviraí - Mundo Novo,2016,30,3,13,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127378.0,0.0,0.0,769.3685612115122,149.58553745544756,,8.790899134858453,0.0,50
500006,Naviraí - Mundo Novo,2017,34,3,17,17,8.0,8.0,4.0,4.0,0.0,0.0,0.0,127378.0,0.0,0.0,786.8455519006421,127.2324357424359,,8.610248237529243,0.0,50
500006,Naviraí - Mundo Novo,2018,37,3,16,21,14.0,4.0,9.0,5.0,0.0,0.0,0.0,127378.0,0.0,0.0,845.8803097866193,120.54429336306114,,8.401701078679208,0.0,50
500006,Naviraí - Mundo Novo,2019,27,4,11,16,13.0,13.0,8.0,5.0,0.0,0.0,0.0,127378.0,0.0,0.0,863.2070041137401,114.44580288589867,,8.185948986481183,0.0,50
500006,Naviraí - Mundo Novo,2020,27,4,5,22,4.0,1.0,3.0,1.0,0.0,0.0,0.0,127378.0,0.0,0.0,1011.6558715790795,38.66449355461696,,7.947226679646407,0.031802980106454805,50
500006,Naviraí - Mundo Novo,2021,18,0,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127378.0,0.0,0.0,1190.8490475592332,63.04265124275778,,7.684412535916721,0.12958281649892447,50
500006,Naviraí - Mundo Novo,2022,12,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127378.0,0.0,0.0,,,,,0.15549937979870934,50
500007,Nova Andradina,2013,18,0,11,7,7.0,0.0,6.0,1.0,0.0,0.0,0.0,112899.0,0.0,0.0,599.6897138150028,156.82800945978266,,8.438565000575736,0.0,50
500007,Nova Andradina,2014,12,1,4,8,8.0,1.0,3.0,5.0,0.0,0.0,0.0,112899.0,0.0,0.0,686.4987817429737,159.28927324422713,,8.44354431837306,0.0,50
500007,Nova Andradina,2015,15,0,6,9,1.0,7.0,1.0,0.0,0.0,0.0,0.0,112899.0,0.0,0.0,764.3174944862222,137.83331473263715,,8.396220249957928,0.0,50
500007,Nova Andradina,2016,14,1,6,8,3.0,6.0,2.0,1.0,0.0,0.0,0.0,112899.0,0.0,0.0,830.6292350685126,128.40734621210106,,8.23625718562609,0.0,50
500007,Nova Andradina,2017,19,2,5,14,6.0,11.0,1.0,5.0,0.0,0.0,0.0,112899.0,0.0,0.0,850.2735365237954,118.79517754807394,,8.070866083844853,0.0,50
500007,Nova Andradina,2018,12,1,5,7,8.0,1.0,3.0,5.0,0.0,0.0,0.0,112899.0,0.0,0.0,977.0804988529569,113.93624150789644,,7.890446416708739,0.0,50
500007,Nova Andradina,2019,20,0,6,14,6.0,7.0,3.0,3.0,0.0,0.0,0.0,112899.0,0.0,0.0,1124.1062178584398,104.0525827509544,,7.689925331490978,0.0,50
500007,Nova Andradina,2020,14,0,2,12,3.0,1.0,1.0,2.0,0.0,0.0,0.0,112899.0,0.0,0.0,1245.1315202083279,32.78735046368878,,7.4679287681910385,0.020345618650298054,50
500007,Nova Andradina,2021,13,1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112899.0,0.0,0.0,1359.4568188380763,46.18271844746189,,7.271887439215583,0.1117813266725126,50
500007,Nova Andradina,2022,6,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112899.0,0.0,0.0,,,,,0.13413759200701508,50
500008,Ponta Porã,2013,28,1,14,14,4.0,3.0,1.0,3.0,0.0,0.0,0.0,108494.0,0.0,0.0,491.74945139823404,261.08811362840345,,8.871452614891146,0.0,50
500008,Ponta Porã,2014,17,2,8,9,8.0,1.0,1.0,7.0,0.0,0.0,0.0,108494.0,0.0,0.0,533.0444472505392,266.63285324534075,,8.964260880786034,0.0,50
500008,Ponta Porã,2015,20,0,11,9,2.0,3.0,0.0,2.0,0.0,0.0,0.0,108494.0,0.0,0.0,588.7440359835567,226.37510848526188,,9.037069146680922,0.0,50
500008,Ponta Porã,2016,11,0,6,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,108494.0,0.0,0.0,550.0529389643667,202.22310634689475,,8.964659243829152,0.0,50
500008,Ponta Porã,2017,17,1,4,13,2.0,4.0,2.0,0.0,0.0,0.0,0.0,108494.0,0.0,0.0,501.82408243773847,165.95848710527773,,8.8903755046362,0.0,50
500008,Ponta Porã,2018,22,0,7,15,4.0,7.0,2.0,2.0,0.0,0.0,0.0,108494.0,0.0,0.0,619.6968907036335,143.5667047025642,,8.796091765443249,0.0,50
500008,Ponta Porã,2019,24,0,8,16,3.0,2.0,1.0,2.0,7.0,1.0,7.0,108494.0,0.0,0.0,742.1671506258411,128.20758124873265,,8.672613969436096,0.0,50
500008,Ponta Porã,2020,13,0,3,10,0.0,2.0,0.0,0.0,10.0,3.0,3.0,108494.0,0.0,0.0,843.3140746953749,37.7508311980386,,8.534320607591203,0.025826312975832766,50
500008,Ponta Porã,2021,29,0,7,22,0.0,0.0,0.0,0.0,27.0,7.0,17.0,108494.0,0.0,0.0,982.1429050454403,63.21183014728925,,8.274407432669088,0.1003373458440098,50
500008,Ponta Porã,2022,7,0,2,5,0.0,0.0,0.0,0.0,21.0,26.0,-6.0,108494.0,0.0,0.0,,,,,0.12040481501281176,50
500009,Amambai,2013,19,0,13,6,3.0,1.0,0.0,3.0,0.0,0.0,0.0,88591.0,0.0,0.0,524.4722307006355,358.0405768080279,,8.677221049542277,0.0,50
500009,Amambai,2014,15,0,7,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,88591.0,0.0,0.0,610.2093998261674,380.2158995834791,,8.818451309952478,0.0,50
500009,Amambai,2015,15,0,5,10,5.0,0.0,3.0,2.0,0.0,0.0,0.0,88591.0,0.0,0.0,605.449541488413,353.16056281112077,,8.926078382679957,0.0,50
500009,Amambai,2016,18,0,9,9,5.0,1.0,2.0,3.0,0.0,0.0,0.0,88591.0,0.0,0.0,649.1317106703841,343.81813005835807,,8.847799437866149,0.0,50
500009,Amambai,2017,30,0,15,15,3.0,1.0,1.0,2.0,0.0,0.0,0.0,88591.0,0.0,0.0,722.5609049451975,325.8221516858372,,8.763070853698457,0.0,50
500009,Amambai,2018,29,0,15,14,4.0,2.0,2.0,2.0,0.0,0.0,0.0,88591.0,0.0,0.0,1251.793622489869,315.1288102628935,,8.655115079409871,0.0,50
500009,Amambai,2019,20,1,12,8,2.0,2.0,2.0,0.0,0.0,0.0,0.0,88591.0,0.0,0.0,821.5203645968551,312.01716743235767,,8.528224876116084,0.0,50
500009,Amambai,2020,22,0,10,12,5.0,0.0,2.0,3.0,0.0,0.0,0.0,88591.0,0.0,0.0,949.6594935151426,105.6342478355589,,8.368585409353095,0.024641329254664696,50
500009,Amambai,2021,20,0,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88591.0,0.0,0.0,1226.6066264067456,171.7017019787563,,8.20031707509792,0.07195990563375512,50
500009,Amambai,2022,9,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88591.0,0.0,0.0,,,,,0.08635188676050616,50
500010,Corumbá,2013,42,4,16,26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,131522.0,0.0,0.0,648.0134456592813,174.0267900427305,,8.963801189154667,0.0,50
500010,Corumbá,2014,38,2,11,27,3.0,0.0,0.0,3.0,0.0,0.0,0.0,131522.0,0.0,0.0,774.7964813491279,190.41537659098861,,8.963801189154667,0.0,50
500010,Corumbá,2015,28,3,12,16,1.0,7.0,0.0,1.0,0.0,0.0,0.0,131522.0,0.0,0.0,814.5261361597301,179.74881616763736,,8.958731010781467,0.0,50
500010,Corumbá,2016,20,4,3,17,3.0,3.0,1.0,2.0,0.0,0.0,0.0,131522.0,0.0,0.0,913.8274752512888,178.5996599808397,,8.939152081020667,0.0,50
500010,Corumbá,2017,30,6,8,22,1.0,2.0,1.0,0.0,0.0,0.0,0.0,131522.0,0.0,0.0,895.4642280378947,149.44225574428611,,8.899573151259865,0.0,50
500010,Corumbá,2018,28,4,8,20,2.0,5.0,2.0,0.0,0.0,0.0,0.0,131522.0,0.0,0.0,1060.4790223688813,136.45574808777238,,8.84830416204133,0.0,50
500010,Corumbá,2019,39,3,15,24,5.0,8.0,1.0,4.0,2.0,0.0,2.0,131522.0,0.6666666666666666,0.6666666666666666,1161.8807700612824,125.42006113045727,,8.765345113365065,0.0,50
500010,Corumbá,2020,17,2,11,6,0.0,3.0,0.0,0.0,5.0,2.0,3.0,131522.0,1.5,2.5,1386.4853604720124,36.062924377670655,,8.662386064688798,0.06042335122641079,50
500010,Corumbá,2021,39,9,11,28,0.0,0.0,0.0,0.0,22.0,18.0,17.0,131522.0,1.8888888888888888,2.4444444444444446,1494.691360076641,61.08574884810145,,8.395485470111465,0.13812137893280213,50
500010,Corumbá,2022,13,2,5,8,0.0,0.0,0.0,0.0,23.0,30.0,1.0,131522.0,0.5,11.5,,,,,0.1657456547193625,50
500011,Jardim,2013,10,0,5,5,3.0,0.0,2.0,1.0,0.0,0.0,0.0,117924.0,0.0,0.0,541.9675182320817,243.6126599335165,,8.528015501509447,0.0,50
500011,Jardim,2014,22,2,7,15,6.0,3.0,0.0,6.0,0.0,0.0,0.0,117924.0,0.0,0.0,647.2053590448086,259.9813813133883,,8.609744072453445,0.0,50
500011,Jardim,2015,17,0,7,10,2.0,1.0,0.0,2.0,0.0,0.0,0.0,117924.0,0.0,0.0,612.5771442624063,237.41609986092737,,8.672795529323972,0.0,50
500011,Jardim,2016,6,0,2,4,4.0,5.0,1.0,3.0,0.0,0.0,0.0,117924.0,0.0,0.0,677.5407511617651,231.28913927614397,,8.62635053085038,0.0,50
500011,Jardim,2017,21,2,8,13,4.0,2.0,1.0,3.0,0.0,0.0,0.0,117924.0,0.0,0.0,692.1592785183677,206.23525974356366,,8.5685626335606,0.0,50
500011,Jardim,2018,23,2,5,18,1.0,2.0,1.0,0.0,0.0,0.0,0.0,117924.0,0.0,0.0,774.0377138665582,169.28999728638783,,8.494348902683084,0.0,50
500011,Jardim,2019,15,1,6,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117924.0,0.0,0.0,801.4788630813067,137.79733031443982,,8.389943862148503,0.0,50
500011,Jardim,2020,28,1,10,18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,117924.0,0.0,0.0,994.678550676707,37.928463756317626,,8.271065940775413,0.027678844001221125,50
500011,Jardim,2021,23,2,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117924.0,0.0,0.0,1137.8980462840473,56.26812896441777,,7.974671907330144,0.08862487703944914,50
500011,Jardim,2022,7,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117924.0,0.0,0.0,,,,,0.10634985244733895,50
500012,Aquidauana - Anastácio,2013,10,0,2,8,6.0,1.0,3.0,3.0,0.0,0.0,0.0,107350.0,0.0,0.0,586.0263235211924,270.17553553795995,,8.35317671169073,0.0,50
500012,Aquidauana - Anastácio,2014,16,1,7,9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,107350.0,0.0,0.0,684.6778825337681,297.13106613879836,,8.406252165812763,0.0,50
500012,Aquidauana - Anastácio,2015,18,0,10,8,1.0,4.0,0.0,1.0,0.0,0.0,0.0,107350.0,0.0,0.0,677.5637619934793,264.4607951560317,,8.435702654867256,0.0,50
500012,Aquidauana - Anastácio,2016,13,0,3,10,1.0,3.0,0.0,1.0,0.0,0.0,0.0,107350.0,0.0,0.0,721.5802979040523,238.63615537959944,,8.342362459245459,0.0,50
500012,Aquidauana - Anastácio,2017,15,1,5,10,2.0,4.0,1.0,1.0,0.0,0.0,0.0,107350.0,0.0,0.0,733.1246517931997,211.98659767116905,,8.246596460176992,0.0,50
500012,Aquidauana - Anastácio,2018,21,2,7,14,2.0,6.0,0.0,2.0,0.0,0.0,0.0,107350.0,0.0,0.0,840.8268990218911,188.2619714019562,,8.123256264555193,0.0,50
500012,Aquidauana - Anastácio,2019,8,2,2,6,2.0,4.0,2.0,0.0,0.0,0.0,0.0,107350.0,0.0,0.0,903.9019953423382,169.80438053097345,,7.983362738705169,0.0,50
500012,Aquidauana - Anastácio,2020,6,1,3,3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,107350.0,0.0,0.0,1055.5421936655796,55.57004098742431,,7.817596739636702,0.05056357708430368,50
500012,Aquidauana - Anastácio,2021,20,0,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107350.0,0.0,0.0,1253.8058143455987,87.8426965067536,,7.609270423847229,0.11014438751746623,50
500012,Aquidauana - Anastácio,2022,4,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107350.0,0.0,0.0,,,,,0.13217326502095947,50
510001,Cuiabá,2013,268,24,94,174,119.0,60.0,70.0,49.0,0.0,0.0,0.0,1036988.0,0.0,0.0,625.4173900565871,146.96650215817345,,8.91752849599031,0.0,51
